Library                               Size (B)      Time_ns
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         2000
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         2100
AES-128-GCM                                 16         2100
AES-128-GCM                                 16         2000
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1700
AES-128-GCM                                 16        11200
AES-128-GCM                                 16         1900
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         4400
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1900
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         4100
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1900
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         2000
AES-128-GCM                                 16         1900
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1900
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1600
AES-128-GCM                                 16         1800
AES-128-GCM                                 16         1900
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1700
AES-128-GCM                                 16         1700
AES-128-GCM                                512         7500
AES-128-GCM                                512         2600
AES-128-GCM                                512         2100
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2200
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2100
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         1900
AES-128-GCM                                512         2100
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2200
AES-128-GCM                                512         2100
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         2100
AES-128-GCM                                512         2100
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         2100
AES-128-GCM                                512         2100
AES-128-GCM                                512         1900
AES-128-GCM                                512         2100
AES-128-GCM                                512         1900
AES-128-GCM                                512         2100
AES-128-GCM                                512         2000
AES-128-GCM                                512         2200
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         2100
AES-128-GCM                                512         2100
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         2100
AES-128-GCM                                512         2100
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2200
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         2100
AES-128-GCM                                512         2100
AES-128-GCM                                512         2100
AES-128-GCM                                512         2200
AES-128-GCM                                512         2100
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         2100
AES-128-GCM                                512         3800
AES-128-GCM                                512         2100
AES-128-GCM                                512         2000
AES-128-GCM                                512         2200
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2200
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         2100
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2100
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         2000
AES-128-GCM                                512         2200
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2100
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2200
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2200
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         1900
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2100
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                                512         2000
AES-128-GCM                               1024         4800
AES-128-GCM                               1024         3000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2300
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2300
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2300
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2300
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2300
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2300
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2300
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2300
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         4300
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2300
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2300
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2300
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2400
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2300
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2300
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2300
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2300
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2300
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2300
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         3800
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2300
AES-128-GCM                               1024         2200
AES-128-GCM                               1024         2000
AES-128-GCM                               1024         2100
AES-128-GCM                               1024         2100
AES-128-GCM                              16384         8400
AES-128-GCM                              16384         5600
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5700
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5600
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5500
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5400
AES-128-GCM                              16384        12200
AES-128-GCM                              16384         5900
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5600
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5500
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5600
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5500
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5600
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5500
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5500
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5600
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         7300
AES-128-GCM                              16384         5400
AES-128-GCM                              16384         5300
AES-128-GCM                              16384         5500
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5200
AES-128-GCM                              16384         5300
